category,clean_text
2,you can wear the date with modi lover girl
2,rahul has taken over modi with 72000 year promise think
2,empowering crore families20 crore indians step backwards but waiving lakh crores corporate friends step forward thats modis anyay rahul gandhis nyay 
"2,pdp leader slams modi for flaunting image â€˜chowkidar
"
2,except modi and his bhagats
2,bhai even take point will take care only fiscal year what will next year modi did that once year telling every year
2,chowkidari karoge jaitley tum gst was historic blunder your modi 
2,modi has not met press not even once never answered questions during the parliament discussions not even once â€œ will talk you all have listen questions should askedâ€ such arrogance his democratic values
2,how learned rajasthan governor kalyan singh holding constitution post may claim himself bjp worker and desired prime ministership toward narendra modi
2,can give you one reason not support bjp chor modi 
"2,give that hope modi has edge over rivals digital outreach struck chord with all prasad
"
2,one can stop modis development 
2,modi thanos india  
2,modi will deposit lakhs every account next week 
2,narendramodi appeals everyone during tweetstorm â€¦ via namo 
2,pdp leader slams modi for flaunting image chowkidar 
2,jootley you had known this basic calculation you would not have let modi demonetization
2,breaking this launch his 2019 election campaign with three rallies the same day march meerut rudrapur jammu also head gaya bihar soon story 
2,tumhe aaj pata chalahis constant barb modi giving 30000cr anil ambani for work bieng not done 
2,rahul gandhi went bengal and compared mamata modi tmc not impressed why did congress president attack the grand alliance linchpin what purpose will serve todays piece 
"2,will deducted from modis 1520 lakhs per account promise 
"
2,why not call you modigodimedia 
2,congress moves get release modi biopic deferred âš¡ben stokesâš¡ 
"2,gujarati thugs have been fooling peoplesays bjp leader singhexpelled
the opposition criticism modishah "
2,what was that modi given farmersfrauds
2,biopic modi politically motivated put ban its release congress election commission read story 
2,yup modi has doubled farmers income govt has provided farmers â‚¹6000 cash only last month what else done for farmers lakhs was jumla then 72000â‚¹ also same
2,did you calculate this when modi promised come sir after all you are finance minsiter show some responsibility 
"2,dont trash soon modi already giving 6000 farmers may announce future
what will you call modi then "
2,which are modis schemes they will stop for this scheme 
"2,dynasty politics modified and redefined whos next who after modi with amit shahs nomination bjp sets succession plan for 2024 source the print via dailyhunt download now
"
2,none schemes launchescontinued modi has been named â€œmodiâ€donâ€™ bullshit
2,since 2014 have been listening that lakh lakh can share the valid proof where shows that had made such promise
2,watch à¤…à¤¸à¤²à¥€ singham à¥€ modi à¤¿à¥‹à¤¿à¥‹à¤‚ à¥‹ à¥‡à¤¾à¥€ lok sabha 2019 news views public opinion with naked truth must see and share all indians for strength security india 
"2,people wil vote for modi thats his credit efforts let have reson why should vote for you have analysis this why should vote her
meanwhile there are lots reasons vote "
2,not mind somebody anti modi thatâ€™ personal choice however tweet was bring the difference the way they think
2,have lot questions regarding feku modi please want chance raise this questionsans ask nda gov
2,prime minister will kickstart the election campaign jammu and kashmir thursday addressing rally akhnoor party leaders said 
2,modi jayne wale nahi because 130 crores indians along with him 
2,yeh jumla nahi minimum income for crore indians vote for congress make rahul defeat modirssbjp 
"2,what avatar shahmodiconsume poison survive gujarat ministers shiva dare for rahul gandhi
"
2,why order printing machine and paper rahul will give mini printer each family modi has already ensured 24x7 electricity jab chaho paise pao
2,blah canâ€™ synonymous 
2,agreed modi supporter though
2,unlike modis promise lakh 
2,you are the ones who support modi and ambani huh
2,microsoft ceo satya nadella praises modis record ease doing business times india via 
2,yes congress hatao desh modi lawo children future bachao
2,and where are nota veers modi kya kiya
2,mala rajya laxmi did nothing 5yrs like modi only started schemes ground all zero
2,modi support plz follow fasst
2,modi support plz follow 
2,hnmodi will again upcoming parliamentary election india
2,you are only modi virodhi dont post any think about modi
"2,think about this modi jibig curse india
"
2,had beef biryani and slept asaduddin owaisi slams modi over pulwama attack 
2,mainstream media and opposition parties wont show this 
2,billionaire modiâ€™ art hits block india takes tax dodgers 
2,this thread exposes antienvironmental side narendra modi 
2,also same brother only for modi
2,sir will vote that party its alliance which will save country from modi this time
2,congress supporters gonna seek ban like for modi biopic
2,joshi did nothing for public represented allahabad varanasi kanpur but not performed professor did not taught students indulge rss politics took public for granted modi taught him lesson
2,bhai you were power for years just preceding modi and you find convenient announce worlds biggest schemes only when you are the opposition  
2,surgerycal strike impact modi shout 
2,for all those yelling now when modi announced 6000 per year did someone ask him where the money would come from how will identify the targeted audience was 6000 per vote nothing else
2,this same question came five years back when modi promsied â‚¹ lakh account never mind well have wait and see what are the implications 
"2,india one and will fight one against all those that try divide thats why want modi again
abki baar fir modi sarkar
har har modi"
"2,
modi govt standing with the sugarcane farmers via namo app "
2,vote for modi
2,include modi and amit this compensation scheme
2,narendra modi engaged celebrities increase his twitter visibility study 
2,stop criticizing modi 
2,dont blabberbring proof where modi promises 15lacsenough enough
2,modi will conquer pakistan and include akhand bharat voted back power
2,now tdp foolswill bark pappu too kia motors because modi said pappu himself 
2,boot lickers chamchas cant tolerate modi followers thats why are being targeted and termed bhakt
2,beats all the abbreviations that modi has made
2,this time make will ensure india will never recover matter how many vajpayee modi come pakka mere pyari pakistan kasam rahul 
2,dear all concern pls follow modi instruction save our natiom
"2,one can stop modis development
"
2,modi gave news anchors some journalists congress giving the same oor families
2,tere papa kitni garibi mitayi inn saal mein bet there data this modi also data chor whereas upa 10yrs brought 14cr people from bpl line
2,sahi fark à¥ˆ biggest liar the world modi 
2,modi was returning power wouldnâ€™ have appointed lokpal
2,with inch chest they are match for inch modi
2,let get this straight congress has been crying hoarse about rising under and now promises plan which instead providing jobs assures the unemployed that they could stay home and receive money from the govt 
2,why imran copying modi his work attitude speech everything related pms job copying modi why
2,300cr jija bhi modi diya tha you guys are cancer for india 
2,from jan dhan van dhan heres how modi govt ensuring welfare tribal communities request please check facts voting 
2,has announced one his earlier tweet that supporter modi
2,from last week onwards cbn not criticing modi and bjp
2,let opposition abuse modi who has knack use these abuses his advantage have seen since maut saudagar chaiwala neech admi now chowkidar chor hai which will prove waterloo moment for 
2,modi must have given while sitting the chai stall his 
2,not like feku modirg did madhya pradesh what said before election
2,someone should shoot for showing modirahul saboot cartoon ever mins for last days feel like breaking the every time see the fuking nonsense repeated 
"2,rahul gandhi modi has destroyed indias economy
also rahul gandhi have enough money give away 72000 crore families
indias national cartoon inc "
"2,bahut khoob pakistan loves dont want modi again
otherwise there will pakistan left and tukde tukde gang would left"
2,bhajji did well ishant did well did well now jinx has also started well somebody save this world declare emergency 
2,maybe you dont understand english said god not vindictive like modi please read properly else you will embarrass yourself
2,the same place where modi did his graduation â€œ entire political scienceâ€
2,expelled for only years for speaking against bhagwan modi and his deputy god will now file some cases against him via 
2,thank you modi for shinook 
2,despite gst setbacks surat traders stand firm with modi sadak sansad via thanks 
2,some stand comedians anti modi that they forgot comedyand started pouring venom against himthere may reasons for disliking disagreement the work done modi jibut hatred whyyitni nafrat hum pakistan nhi karte jitni aap modi 
2,rahul announcement the scheme proof modi turn around the economy well but the scheme not imppletable has possibility corruption like manrega
2,sir iambig fanof modi andhisteamyour all doinggreat jobjust suggestion hereyesterday mytrain 11041 stopped for3hrs btwn dueto engine failuremy suggisto convey msg everybogey onwhats the issue around howmuch time itwould taketo resolve such cases
2,add sold their souls modi there are just news channels which are neutral like rest are supari channels
2,pmowelcome modiâ€™ message but have stay vigilant until indian polls 
2,did have guts ask modi abt mudra loans which lakh crore the verge npa
2,modi also doing the same thing 
2,next ashwin anna 
2,modi never sold tea one his lies
2,bang the after modis anyay 
2,pakistan gives green signal for opening sharda peeth corridor reports modi hai mumkin hai via thanks 
2,looks like modi has asked agencies not worry abt election results files chargesheet against gautam khaitan his wife money laundering case 
2,what modi doing commentary box 
2,vijay
2,this doesnt happen riot
2,this rightbut just wait before saying bye bye 2019modi yet address ralleys and allit will help creating impact
2,used write the same words some years back  there was modi that time
2,just chillwait next years modi government recover indian kashmir
2, nagar saheb nbt time see bhi ghor modi virodhi haieverything was recorded and was open about discussion than why off the record discussion now how can someone will know the truth its journalist the accusednagar sahib agenda chalane liye khuch bhi likhenge
2,only for bjp and shri narendar modi jindabad
2,and years opposition rule too seem have selective memory modi wanted months agaunst years they are just over this month
2,à®¿à¯ what modi doing commentary box 
2,why modi again get the reply see this video from 1st last 
"2,request modi jii and people who
changed their name chowkidar twitter naam change diya apne
aadhar card mevoter list change dijiye "
2,rahul gandhis move gareebi economics thereof should include lakhs for each citzen promised narendra modi which amounts 4166â€¢ per month each citizen india
2,did you questioned modis promise giving lacs each person 
2,narendra modi sir dont need think about elactions you have thought years about and now will let people think month about you
2,with the fact may write similar letter non modi supporter asking how can vote for any one else knowing they are with islamisation india
2,this suits only modi person who changed the way politicians interact with people and the way elections are are fought india 
2,modi ruleing india like hitlerall decisions are taken after clearance from bureaucrat lobbywhich modi never political head and cab secy head bureaucrat lobbyall decision taken must get approval from cab secy
2,idiotif modi extends olive branchyou mock saying what indias pak policy 
2,last years modi always campaign mode only
2,that means country make progress under modi regime
2,boss waiting for lac till the time not getting the same will not allow modi leave
2,bhai you should need know ground reports candidates coz mint videos modi apni achae bayan karega 
2,after 4years modi understood problems middleclass and gave some relief his last budget but today rahul gandhi announced minimum income scheme raising taxes middleclass all middleclass people dont vote congress 2019 else face onslaught
2,what chowkidar modi doing tamizh commentary box 
2,dear sir request consider modi contest from bangalore southso that entire karnataka equation will changesince people from karnataka loves modi unconditionally its respect for kannadigas modi contest from bangalore southplease consider
2,when did modi stop campaigning hes been perpetual campaign mode since 2014
2,modi cud get away with lacs rahul will also refrain honouring his promise
2, send notice rti and pidi started barking that modi dar gayamodi dar gaya  and cji are working for modigreat
"2,modi silence silence
farmers income silence silence silence what numbers finally awake tonight
"
2,what was arun jhoothley cribbing channels about funds not being there for nyay get the money booked for his masters twelve days 
2,have decided but modi rokne aukat 
2,modis campaigning like the sunrise his promises are like the sunset every day another day which promises lot the beginning but ends drowning 
2,will hold press conference talk about detail and are not going narendra modi govt are going come out with reports that talk about jobs 
2,that they promise this after ruling yrs itself biggest indictmentthat shld hammered inmodi team instead showing how pappu dont fulfill promises
2,just like modi planned the pulwama attack kashmir
"2,jai hind
only modi "
2,signs that advani will next 
2,how can modi don this cap 
2,cant buy this stuff from you this not program lift poverty rather sounds like modi type talk 
2,now congress has learnt the language jhumla from modi 
2,every gaali increases votes modi the opposition not sinc with the mood people
2,same thing congress was saying for kissan saman 2000 rupees modi govt
2,plz stop itwe fighting our war our constitutional rights this issue well highli8ed shows our strength our has taken notice civil society secular brothers wid against injustice dis dont modis indiaplz wake minorities living 
2,should modi for development and survival indiajai nepal
2,will you still say wah modijee wah 
2,clown thatswhy sideline modi knows him
2,yrs baad nyay for india modi neend jaga diya
2,unrelenting passion for strengthening democracy who narendra modi someone give dictionary this dude 
2,let correct you its not modi who giving but government koi neta apni jeb nahin deta 
2,suddenly modi supporters are worried about fiscal math socialism etc cos this not their guys scheme  
2,modi started his term with the possibility privatizing air india and ending his term with not one but two bankrupt national airlines mast country hai boss
2,this election not about what upa did modi the since 2014 and now make count his fulfilled promises want see those promises
2,modi projecting chanakya 2024 chowkidar the joke the year 
2,both matter but will vote for modi vote for any xyz doesnâ€™ matter
2,last time 2014 every voter who voted they were concerned about voting modi not candidate understand the power vote and vote for bjp 
2,had modi had guts announce subsuming all prevalent subsidies for the marginals this situation would not arisen lost the plot trying make himself the indias economy the same mistake made
2,this time modi the hero
2,dear india its time ask would rationalize income tax slabs modi dost ambanis pay income tax and middle class people who earns lakhs year also have pay tax this à¥à¤¾ 
2,some are already asking the questionthat will this replace the existing welfare measures announced modi govt
"2,rahul gandhi shapath inr 6000 pmx12 inr 72000 paper family provided modi picks the pocket anil ambani and takes out 30000 which himself given him against rafale offset
qedrahul gandhi grasshopperpot takerdrug addictafimchinashediganjedi"
2,family sanskarmodi and company 
2,shri modiâ€™ development model teach people how fish feed themselves others with dignity while rahul gandhiâ€™ developmental model make people stand line like beggars while congress throws the fish 
2,can you prove where modi said will give you lakhs only habitual free shit eaters congress are telling just like their president who shits lies everyday
2,there was deal which deal did modi cancel before ordering rafale werent there 126 rafale deal 
2,they should play all videos modis jumlas instead 
2,feels sickwhen ntng else just start speaking rubbish thats what can they knw tht where they stand where modi does
2,biggest proof truthfulness two nation theory your modi
2,opinion acche din have not come but nationalism has and the india that love changing surrounded modi bhakts and modi haters both whom find mildly distasteful 
2,filth your face and attitude why should madhavan tell ways when have 100s ways find out the truth about modibut wouldnâ€™ that instead will attack madhavan
2,attack modi 
2,the way they are abusing the modi helping the bjp ratan sharda author political analyst
2,premium paid state govt and central govt think ratio 5050 modi modi katha vendiyathu oru mannum theriyathu
2,this khalistani person alwys abuses modi supports pakistan the accidental indian  
2,you guys give time then can hamara modi sal hoya aaj bhe pakistan pakistan aur nahru par ilzam lagata hai give him some time bhai
2,yes make fully learnt telling about all fulfilled promises modi atleast temple 
2,just like gave months modi demonization before judged him
2,modi and should learn something from this
2,modi not only promised that but fulfilling the promise 
2,but the gujju will vote modiwe saw the same rage after demonetisation did they not vote bjp assembly polls
2,and some also react support because just against without even thinking about feasibility for seconds
2,will not abuse you but will never ever ever never ever never everarnob gauswamy times never ever vote for modi
"2,aha congress now not only copying from modi but writing the correct answer
 "
2,now some pappu son will come and say this for politics but now respect towards modi jee increases this act
"2,difference between khalistani supporter balbir and separatist supporter nabi
opposition resort abuses for modiji they have nothing speak against modi and his government shame demons "
"2,now poors vote are not salable
its with modi"
2,and friend replied letter saying yes agree with you these antimodi camp under the garb secularism and for their vote bank politics minority appeasement and will definitely turn india into islamist state himself also quoted the example kashmir
2,cant even compare modi with congress because modi has done everything for country and poors
"2,sir gareebo bas majaak banate loag gareebo name par apni pockets bharte
examples are lac fourth richest female poltician the world "
2,one can stop modis development including 
"2,want modi government again
"
2,pawar dilemma sonia has his secrets while modi holds the key his karmadawood either way pawarâ€™ political career dwindling
2,not modi fan but see this photo 
2,donâ€™ giddy fan girl modi will announce the same scheme under name din dayalpatelshastri you are datbari economistearlier for modi now for raga
2,why decided use react hooks for all projects hardik modi 
2,chor modi and killer shah
2,yeah modi was hosting both nimo mehul bhai 
2,only chowkidar india 
2,didnt you know mallya coming back and nirav modi cooling his heels how will you you are always looking your boss and seeing his expansive brains his backside
2,neerav modi lalit modi are â€œrishtedaarâ€ modi per rahul gandhi that logic â€œmasoodsâ€ are relative too isnâ€™ 
2,futile effort blame modi bjp government even rss hindutva for anything and everything just creating hypothetical narrative fear author who just venting out his hatred and frustration 
2,what was upa aka congress doing when vijay mallya nirav modi were looting india but anyways when chowkidar spree catch the chors and bring them justice chors will start abuse the chowkidar yeh inke fitrat mein hai
2,senior bjp leader calls party leadership â€˜gujarati thugsâ€™ asks â€˜have elected pradhan mantri prachar mantriâ€™ 
2,the crowd shouting modi modi
2,ive just watched episode s06e11 brooklyn ninenine 
2,and btw not appreciating raga now only said will give time before criticize him just like kept for years before started criticize modi
2,yogi only reiterating that modi brother nirav modi
2,quota for introduced modi 
2,these the ones which modi imports are they the najayaz aulads the imported ones
2,modi did too
2,beijing china has welcomed exchange goodwill between prime minister imran khan and his indian counterpart narendra 
2,modi has already become our for the 2nd time who else has the capacity stand opposite him the elections candidate
2,you dont believe whatever modi promised increase knowledge about those fulfilled promises
2,opposition did not even desist from saying that modi stands encatagorised among hitlar and mussolini
2,modi vindicated iim study debunks jobless growth theory says million added labour force yearly financial express
2,congress moves election commission not allow the release narendra modi biopic 
2,see massive overhaul judiciary and police during modiâ€™ second term corrupts wonâ€™ get immunity from courts once chargesheeted â€™ coming
2,abe sarkari infrastructure corrupted congress reservation chod dala isi liye privatised rhi servise because have accountability modi kiya
2,congress has face preach modi
2,ppl started getting modis 6000 instalment whereas congress promises never got fulfilled since 1947 till now
2,modi has been campaigning since 2014 nonstop there had have been gap campaign activity call launch 
2,modi star campaigner modi 
2,has been one the finest yojana narendra modi bjp sarkar 
2,its not enough yet tell about fulfilled promises modi that would kaafi for heart
2,copying dbt idea modi government fooling everyone
2,yaar already complained abt making free modi about free crore free homewho will work just drunk get money beat wifeonly those poor whose moral lower dsnt want earn enoughâ‚¹ will crash venegula like situationwishing destory india just for vote
2,death thousand cuts and modi 
2,there are many illegal child jinnah living india and they will spread illusion about modi
2,the way they are abusing the modi helping the bjp ratan sharda author political analyst 
2,and your sister priyanka gandhi travelled ganga and drank ganga waterand delhi pollution also because modiwait stuble burning punjab also because modiji and sterlite tnthat was also because modiji
2,because people just cant trust modi this man can anything for electoral gains
2,congress meet election commission over narendra modi biopic request film postponed till end elections sources 
2,centre announces the 75000crore pmkisan scheme under which 6000 per year would disbursed three instalments around crore farmers utmsourcecontentofinterest
2,people were minting blackmoney congress daysnow they cant that they are cash strappedthey want congress back corruption for them elixer lifehence modi murdabad and rahul zindabad their war cry
2,air india withdraws boarding passes after criticism over modi gujarat them 
2,want modi back 
"2,dont agree with you not bit the govt falls all everything and all will reversed
modis hogwash
only can make permanent change like removal article 35a has done something permanent
everything for votes and your facts just temporary eyewash"
2,they were voted out for non performancethis time its modi sarkar turn for nonperformanceits year contract govts come nation state remains
2,workers divided modi impact 
2,not seeing placard and massive campaignjust tweetand critisim against your friends party and pappu gandhi for unholy coalitionlike you modi every tweet
2,modi has moved from being sevak chowkidhars shifted from inside the house job outside that symbolic indication  
2,the wait over trailer releasing tomorrow 
2,how was modi doing this 
2,after railway tickets now boarding pass air india have modi pics airline says looking into times india via 
2,and modi government has fulfilled all their promises media lacks spine question those power even numerous repeated jumlas but will target 
2,group captain sanjay kumar pandeyveteranofficially joined bjp today the presence ravikant mishra others bjp team mahesh sharma sector 50noidaabki bar modi sarkarandar solid 
2,our and his party chor who takes money from people threatening them for party funds and modi shouting since last years gujarat about poverty and there progress all
2,modi has never ever said that lacs will deposited bank account have heard yes show the proof
2,spread hate like the way you always people have stopped believing modi now challenged you during the assembly elections that congress will win challenge you again dont know about congress but bjp will lose and modi will save the tweet
2,must learn lesson from his mom soniai who called modi maut saudagar people voted him power now pappu mocked modi the people will give befitting response ensuing elections
2,when modi told him contest can not refuse 
2,its like modis lakhs per personcomparing that this modisultimately bjp got jumla party status account thatmay elected power rahul cant deliveryou can transfer the jumla tag them
2,kallu bhai order was given you want say work under modi ghatiya patrikarita 
2,promise should have wrote modi promised lakh rupees
2,arent you modi bhakt then why prefixed chowkidar before your handle name
"2,congress dilemma but the fact modi not dependent these gimmicks
unke liye class hai modi fan modi hater dono irreversible hai "
2,please share your termination letter which you got after 2014i hope you were working earlierand after 2014 company terminated you kitna bhi jhoot bakwas karlo ayega modi 
2,one cares for hindus only modi govt does
2,all india congress party vote for jug jai modi jai bjp 
2,this request should made election commission not modi
2,you should rather request election committee not prime ministerpm modi doesnt held elections
2,modi was not invited was preplanned modis bukharis are close association
2,raoul gandhy asked modi about nirav for years but never asked pchidambaram why did help nirav scam this country just two days before namo took oath such futuristic approach congies had shown counties development 
2,bjp ministers like giriraj singh kailas vijayvargiya naqvi vinay katiyar rss folks like sadhvi prachi have publicly told muslims dissenters pakistan modi has never ever condemned 
2,infact they did paid tolisten modi
2,account modi rule 
2,bhai baldeep like people always the forefront abuse modi like mouth soudagar neech ganvar anapadhchor and now rapistthese people talk like this desperation and frustration but see the magnaminy namo who never reply such people
2,hope modi doesnâ€™ torture him return the money after the election gets over
2,the way these people are asking questions malala and asking for accountability for the crimes pakistan are those person who never ask questions central government and modi attacks minorities india hypocrisy bhe seema hoti hai 
2,its question survival for them modi argo 
2,notice makers narendra modis biopic 
2,its the leader changed not the generation hope when will get rid modi sense will prevail all over the india
2,days prior elections dates announcement feb cleared the way for adani project jharkhand become the 1st standalone power project india get the status benefits sez commerce ministry amended powerrelated guidelines 
2,this era electronics and digital india campaign every indians sholud have the opportunity vote whereever they are irrespective theire place residence ravichandran ashwin tweets request modi ipl season ndtv 
2,actually modi has feared opposition with terror hence this sort gaali
2,aunty pls roo mat dena bas bata lacs modi kis account dene wale the sabko pls enlighten 
2,getting stronger then ever before this modi modi toh mumkin 
2,loan given nirav and vijay under congress rule then why blame modi
2,thats called market consolidation and happens every segment after saturation dont need modi make this happen
2,sanjay nirupam one shameless man from conparty mocked modi illiterate then his party appointed illiterate politician cabinet minister the turd still lacks shame
2,this must tell modi his paid modia 
2,you cannot compare this with modis lac joke that was joke rahul not believed mam how believe you yes the same person who would praise modi for even his gimmicks what shame kashmiris can cope with everything but not breach trustbackstabbing
2,kabir according narendra modi our only primeminister for next term 2019
2,thats the reality modi 
2,stop foolingyour party said lord rama didnt existnow you are going seek blessing lord rama india literate nowhar har modighar ghar modi
2,remember income tax abolishing being part the modi manifesto years ago there were interviews over interviews multitudes economists and international models discussed the media the time speculation and argument then zero utterance post forming govt
2,indiaâ€™ growth risk modi not reelected cisco ceo john chambers 
2,since india became independent the government has always been addressed cong govt bjp govtsurprisingly the present government referred modi govtand not the bjp govt even the news channels paid speak the same languagewhycan someone clarify please
2,please vote for modi 
2,your applauding modi for hiding jungle without mobile network for hours when pulwama was happening
2,possibly taxes may area including corporate taxes but thats worry for govt their constituency different someone timeline mocked bhakths worry about tax hikestheir opponents escape taxes evasion and laundering double whammy for modi supporters
2,dont look narendra modi not from your position but look from your position
2,india under modi govt years performance rankings analyzed dhruv rathee 
2,modi and shushma suraj are none our business but question why this happening pakistan why earth
2,possible when governor campaigning for bjp they are shameless will anything for power 
2,soyogi badmodi isgood 
"2,tughlaqnomics
the branch science founded his excellency the modishah duo which states that any decision however incorrect made modishah always correct
instances where this science was put use demonitisation gst beef ban etc"
2,who did allow redistribution bank loot who waived off lakh crores npaâ€™ big industrialistswho allowed npaâ€™ accumulate 108 lakh croreswho allowed nirav modichoksismehtasmallya run awaywho planned demo which reduced ppl pauperswhere are jobs unemployed
2,indian used hologram 2014 
2,support the movement vote kar narendra modi appeals everyone during tweetstorm via namo app 
2,does modi has the guts take from voters like rahul gandhi 
2,â€˜chowkidar had beef biryani and slept while crpf men diedâ€™ owaisi targets modi overÂ pulwama 
2,this just rebuttal modis 6000 yearly cash benefit marginal farmers
2,modi à¥ follow 
2,modified india 
2,well 6000 the poorest quite manageable compared modi putting 15lakhs into 134crore accounts
2,looking telecom services condition you donâ€™ deserve get even grampanchait ticket but seems chapulusi worked kab tak modi kandhe sawari karoge some work expect chaplusi
2,some are taking tejasvi surya deccan herald speculating will modi himself
2,when did care sir modi has worked tirelessly for all
2,how jumla trademark modi and bjp
2,means nightmare for congress and boon for nation
2,the same crappy who was celebrating modis 6000 rupees
2,this party the oldest democratic party india till date still your decisions are immature you are paying â‚¹72000 from our income taxour salarygive jobs educate people that they can independent congress just competing with modi and nothing else grow 
2,sir meanmodishouod have done yrs yet couldnt but expect congto finish all work
2,this slams modi witness elections 2014 they promised that they release progress central ministers every 100dayscan they challenge show their report that progress halfdecade
2,wonder rahul gandhi keeps lying when you see educated people say that narendra modi promised give â‚¹1500000 voted power
2,chowkidar modi needs look into rehmani overt isi and pfi agent who running around wild parties with pakis the embassy his ass needs nailed some jail india 
2,narenadra modi has created such that congies aapies those mahathag bandhan vasis cannot peddle lies through presstitutes anymore jai bhola shiva shankar sub rakhte hain pocket may sachchayi khabar 
2,electioneering rhetoric modi means terrorism 
2,modi government spends indians 
2,language not matterwe people tamilnadu faced lots problem modi govt always used say nomorebjp
2,there one before and after modi
2,from last yrs looking for that video where modi said that will give lakhs every indian couldnt find itmay you can provide 
2,modi influencing even china 
2,have also never heard such joke where some educated claims modi has removed poverty gujarat
2,rahane butler are doing the same thing bowling what modi shah did the indian economy
2,people are their think this this not matter public concern modi giving 6000wo paisa bhi swiss bank rha hai kay
2,markets forget the what about rally 
2,short meme series current recent political events immys rejection episode01 immy boy gets rejected modi times  continued 
2,replaced 
2,are you expecting morality from modis india 
2,please vote for modibjplotus  and try convince others also
2,one can cheat people like modi has been cheating people since 2014 ask modi come before public and answer peoples questions people remember what modi had promised and what modi did
2,rowl baba was giving speech mallya ran way and chowkidar was sleeping nirav modi escaped and chowkidar was sleeping voice from spectators interfered chowkidar was sleeping but why didnt dogs bark  
2,modi campaign bihar from nextÂ week 
2,friend why keep following modi when you are against him dont follow him learn from him friend what learn from our mistakes and our the biggest mistake made 2014
2,there contrast with the persona modi and people who abuse him
2,who this dummy mantri what she knows except sycophancy and running errands for modi people ask for proof because modi fraud and using defence for his fraudulent and clandestine designs why opposition asking for balakot attacks proof nirmala sitharaman ndtv
2,video the day  
2,you have any business than criticising modi from morning till night
2,pucha sharma and modi showing the world that body percentage not matter 
2,modi delayed home byers help karna chaihey expect help from modi and yougi home byers
2,who will ban modi 
2,arnab goswami modi agent what shame
"2,return gaali politics now andhra pradesh chandrababu naidu calls narendra modi demon
"
2,according the rajeev this not jumla like modi promises
2,even modi knew this when privatisation started but was against fdi earlier and also against gst what happened
2,bhakts and modi asks nehru kya kiya nehru iit aiims kiya that lakhs people became world class engineers and doctors but modi kya kiya sabko chowkidar bana dala 
2,did modi presented when said lakh per person carores job per year corruption months
2,this contrary modis big promisesof reviving the economymain nhi krlehta sirf modi galat every state govtthat writes off millions farmers loan for political benefit and deposit the bonds instead cash rbi against this karz mafi culprit
2,should know know too rahul and his pals need know waiting see their crestfallen faces rahul hatao desh bachao 
2,all they did for years try frame modi
2,will trust you you are lion same modi
2,when jaitly becomes economist modi hay toe possible hay 
"2,congress today approached the election commission against the release modis biopic here are the details
watch with "
2,did you ever ask question like this prime time when 317 lac crores public money was waived off modi for corporates 
2,for next 5terms impose emergency and let modi take over the country dictator 
2,nevertheless modi received champions the earth award
2,hav heard abt modi mastan job could realise for the last years
2,praud for modi namo agen
2,this only because narendra modi
2,highlight was manmahonsingh movie was banned congress narendra modi movie also was banned congress
2,also modi gave jobs jobless youth like you thats big achievement 
"2,congress meet election commission over narendra modi biopic request film postponed till the end elections sources share your views using the hashtag and join arnab the debate
"
2,the only one who can save country from fascist modi
2,hello narendra modi please something rahul gandhi just making fool people committing give rs6000 rupees per month
2,how ruin india modi and bjp gadaar chowkidar 
2,arms race doctor saab modi gave 6000 year and thought the others wont catch this flu
"2,biopic modi politically motivated put ban its release congress election commission share your views using the hashtag and join arnab the debate
"
"2,
abuse and lies are nature the congress and allies with cong every time modi became stronger this just shows their hatred modi and desperation before election itself"
2,just saw chowkidaar society calling jagte raho jagte raho was modi
2,difference between rahul gandhi and narendra modi 
2,modi taking out ppl out poverty every minute msm rahul will pay you keep you dependent will ruin the economy will take away future ppl awwwie omg visionary fulfilling his grandmas plan garibi hatao lets not ask what she did 
2,this verdict has happened under modi only what the logic have him back for another years 
2,15lak modi told this before 2014 the money
2,wonder when nothing front why all come field speak against him after his rally 
2,the respected dignitaries are joining are you through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections 
2,abhey whatsapp university graduate scheme pad har family 72000 nahi milegakuch kam bhi milega you also turned out pappu like rahul and feku like modi
2,priyanka gandhi promoted bjp ganga yatrathese only happens narendra modi govt
2,whereever modiâ€™ certificate stored guess
2,the same way modi can make chai from nali gas
2,indians dont need movie praise our movie not still vote for modi the next 
2,biopic modi politically motivated put ban its release congress election commission 
2,and some economists who questioned modiâ€™ every â€˜populistâ€™ move and asked â€˜where the money going come fromâ€™ are finding lot fiscal sense ragaâ€™ soplol 
2,theres one jobless overgrown kid india from italy who raising bogeys about joblessness growth check the reality 
2,why all dogs around modi
2,like how modi showed
"2,course nation should below anti indians modi
amith shah
hrajathe bjp hindi imperialists"
2,modi and crony capitalist mocked manrega what happened 
2,for modi followers 
2,senior bjp leader expelled for referring modi prachar mantri âš¡bharat trailer april24 
2,just one term modi has made congress swtich from ram fictional character showing off janeu and rajiv gandhi xyz yojana just nyay yojana
2,went gone modi 23may bjp gayi
2,did modi give plans 15lakhswhy did you believe him then and never questioned him
2,jai hind our leader respected modi jota congress futu bat 
2,often accuse being jumla wala but with announcement has now become indias jumla master 350 lac crore per year 175 lac crore years jumla jumlas jumla raja 
2,why not modi jacket deliver time
"2,expelled bjp leader singh even speaking truth crime the party which has lost its internal democracyforgive narendra modi could not have work your chowkidar watchman with strap eyes
"
