,category,clean_text
896,1,@centernetworks Morning Allen!  what's hot and what's not?
897,1,@xAnitaLx I'll do anything you like!!!!! Just lemme know when you figure out what you wanna do!! 
898,1,@jonhillcock i reckon you can 
899,1,has tested the mods on my new bike and they performed brilliantly carring 2.5 bags of groceries without squishing the brie or baguette. 
900,1,"@smanjunath I remember you telling me once this same thing holds true &quot;what we think, we become&quot;  "
901,1,@DubsDeuce nice sno cone machine ms kossenko  looks good right now
902,1,@justineville emerson is strange. i have a season of episodes. NED FTW. 
903,1,being awake at ridiculous hours is becoming very inconvenient. in other news i just ate some cereal.. mmmm kellogs fruit n fibre 
904,1,"@wickedmickey Check out Black Books. Comedy TV show with Dylan Moran. Was the best thing on TV. You can get it on DVD, it was classic. "
905,1,the Wintu word for &quot;mistletoe&quot; is &quot;lol.&quot; LOL 
906,1,@ImajicArt 2 be honest i dont mind meeting new ppl - but the normal reaction is 4 ppl 2 look at me lk i'm mad  granted i talk fast
907,1,"@ExpresYourself lol, yeah... it wasn't all that perverted...  just apinful"
908,1,good morgning world! 
909,1,posting twitter to facebook 
910,1,@nellypt Thank you I thought it was. Pass it around. Have a great day Luv ur stuff 
911,1,@Raderr but yeah i like purple maybe thats why!! ;)  :p :d
912,1,"@northernskeptic just added your number on here, hope to see you in the next race "
913,1,is attempting to leave the parking lot at zootopia 
914,1,its gonna be a great week! dallas next weekend!!! 
915,1,Extremely proud wife at the moment... Kev set a new PR in his 5k run this morning 
916,1,Finally said something. Done. 
917,1,@Willie_Day26 good luck im goin to keep yall in my prayers hope you have a safe trip. 
918,1,i had like 900 updates and i just deleted all my old @ comments and now i only have 481! now i don't as nerdy! 
919,1,So apparently @j_nerd thinks his phone is cool because it curves and shit! 
920,1,Three Projects in Development for Launch at San Diego Comic Con This Year!  Hope we see you there. . . 
921,1,Thank you for the hint @unfinishedperson  ? http://blip.fm/~5e7qe
922,1,Got an new bikini today. It's pink &amp; white. 
923,1,"I'm not entirely sure, but i think i got my best friend into @calvinharris  yay"
924,1,feels a little better today - lots of vitamin c and should be back to normal 
925,1,"really should be using my time off more constructively, meh i have three months to be constructive, now youtube videos. "
926,1,@Bertjanvd thanks for the link 
927,1,http://twitpic.com/3lnl3 - Carrot and orange cupcakes with marscapone icing 
928,1,My own personal take on Game 2 finally up on MyLakersNation. Good night/morning/day!  http://snurl.com/ijjys
929,1,@LauraLxox Hey! I liked it!!!! I subscribed to the channel 
930,1,had a crazy Saturday nite!!! 
931,1,welcomes her friends - penny1123 and mommagigi09 to twitter ... you are gonna love it ... I promise! 
932,1,"Now, let's see...Revision or Corpse Bride...Revision or Corpse Bride...CORPSE BRIDE!  *Runs to phone Chloe*"
933,1,@BrokenAngel You are an achievement-gaining machine BA! 
934,1,Ano tong twitter. 
935,1,"@naughtyeliot very good thanks, minus the new blisters from today's run "
936,1,@BillHurlbut You're welcome 
937,1,Twitter is becoming such a powerful communication tool hello lovely followers 
938,1,@MissKellyO awe! ur mom rocks! tell her twitter love is free! 
939,1,@codyplaysguitar the handsomest baby dog.  day after tomorrow!
940,1,@jessizakool well i could arrange a 'chasing with baseball bat' if you'd like 
941,1,@Fezzii - Nuthin Like Bless Fm!  Tune in From 9Pm! 106.7! (hey - i can rhyme! =P )
942,1,On a more positive note...only 4 hours of work left until dinner with @chucklawrence21 and Ethan  love those boys!!
943,1,@beckydmbr ... another twin parent for you is @twincident ... happy Sunday and good to know you 
944,1,"@ifriar Have fun. Well, when I say fun... you know "
945,1,shopping  text moi!  i wonder how you say text in French; anybody wanna let me know? 
946,1,Hello and welcome ... especially those who already follow me on Facebook 
947,1,@j3nn1e time-warner? talk about AOL. we did our presentation on warner bros. 
948,1,Well hopefully I'll see you both @rasikakrishna @chrisloos at the conference 
949,1,:today is what I love about Sundays &amp; sunny days. 
950,1,"@BlueLightTech T, would ya mind accompanying your boss when he goes here to the Philippines? It would be a BLAST if you were there too "
951,1,tweet tweet  am totally exhausted! Wish I would have a day off tomorrow v.v cbb to spend 9 hours at school *sigh* xox
952,1,@NonameJane ...  Well I guess you did win awards with that name so I guss I'll shut up. &lt;3 U 
953,1,@tracyxlee i know 
954,1,we should all do this again guys its like get people to follow u day ha 
955,1,"@emilia_kokaine Oh yeah, Municipal Waste for the win "
956,1,90's music steez @ vlounge!! goood stuff. come thru 
957,1,Just cancelled my trip to China later this year  http://bit.ly/xemrx
958,1,why thank you!! im very appreciative of the early a.m. compliment 
959,1,@sswayze TY for the wonderful quotes yesterday (and always great info!) 
960,1,@LennySharp See you sooooon! 
961,1,@AubreyODay hope you had a good night.. thanks for answering my question means alot!!! follow me please!!! love you!!! brittany  goodnight
962,1,@Almine Pilates .. never tried it.. i hope you enjoy it. Take care of your sunburn. Aloe helps. 
963,1,@ericdlux yay your the bomb.com 
964,1,and the countdown begins: 58 hours to best friends and happiness. 
965,1,@johncmayer thats just wrong! 
966,1,Spa day today...hot stone massage 
967,1,I effin' love Kina Grannis! Her and her songs!  ?
968,1,haha yes! @stephdeleo ill hit you up tomorrow 
969,1,"@bobbinrob ten past nine babe, hope your work is over for the day "
970,1,@anna517 http://twitpic.com/5d88h - looks like you got there pretty early!  happy bday twin!
971,1,takin it easy    roll on weekend :p
972,1,I love girls. i love how god made us. 
973,1,is heading to the Rhododendron Festival today 
974,1,@celebsisters thanks! 
975,1,Wow scrubs really is my like fav program at least at the moment it's great 
976,1,@AkiraLane well that's one lucky cantelope I guess :p hehe...man that was a bad joke....sorry about that 
977,1,Great weather for a great suntan! 
978,1,anyone going to san diego tomorrow might give me a ride ?  http://twurl.nl/nltb7h
979,1,Waiting for the vacation to end with a blast!! 
980,1,@jimmycarr who won??? 
981,1,"Happy Mother's Day fellow sistahs!!! We get 24 hours, suck em all up   "
982,1," I'm gonna go be grumpy and read comics. Later, twitter!"
983,1,"gonna go, have some fun with my friends at the homestadium of my club. hopefully our teams are going to win! "
984,1,@koweebee sounds like a fun day  what are you up to tomorrow?
985,1,@wchingya lol hey nice to see you participating in my question du jour  Yeah I think a lot of us still surfed I was just curious....
986,1,Ahh..  Half way through the week already. 
987,1,"@justinamaria hehe, that's on at my place too, perfect for catching up on emails "
988,1,@rockonrebelchld @Cari_tx absolutely! Go with your gut. It's a good sign though that she is playing and stuff! 
989,1,"Still within civilization, getting an egg sammich soon, yum "
990,1,Went to Pro Store. Completed palette. 
991,1,@audaciousgloop  That is very cool! 
992,1,@AimeeNewell not long to go now before we can get outta here  x
993,1,@thick5150 u act like u drivin lol nite! 
994,1,Band rehearsal again tonight and I'm knackered before I even start 
995,1,@Dhanraj1974 good luck with you finals!!! 
996,1,Simple Minds ï¿½ Don't You (Forget About Me) ...Bender w/ His Fist Up @ the end. I feel like that right now!  ? http://blip.fm/~6ip6c
997,1,"http://twitpic.com/4faby - @STEG343 ...I think you're a very interesting person. And,I think you need to buy your wife a present. "
998,1,On the phone with Jack 
999,1,@KrisAllenmusic GOOD LUCK KRIS!! BE ON TOP 2 WITH ADAM 
1000,1,"well, have to get going, have a great day all "
1001,1,@chiccraftychick lol  that was pretty cute. 
1002,1,woke up to a happy suprise.  blogtv unblocked. yay 
1003,1,half day today. paranoid. 
1004,1,@ashsimpsonwentz i wish meet you in person someday 
1005,1,@nicolalalalala wow i got your age first guess! 
1006,1,@URIENATOR Nothing  just eh LOVE YOU TO!!! haven't spoken in ages woooomannn
1007,1,http://twitpic.com/4dz2g - And one more picture for Days of Camelot. 
1008,1,"Lalala, In ICT!  We've got a free lesson, so expect a lot of posts in the next hour or so! "
1009,1,"Everyone sounds so emo :[ Mreh, bowling tomorrow. I'd rather sleep in and dream "
1010,1,@aurorawilbs 32. Ready to settle down methinks 
1011,1,@mandymckee its a yogurt place....its so delicious 
1012,1,@petercutforth Peter thanks so much for the kind words about my blog! *hugs* see you in #SMTB 
1013,1,@chantelleaustin didnt get up to much but twas good  how r u?
1014,1,@MalloryMurray i think you should do it. 
1015,1,@mileycyrus aww you should be rite 
1016,1,@AmbrosePatty Really??? What did you do? 
1017,1,http://bit.ly/OBpVk  a normal thanks in a funny way 
1018,1,@Geeno33 oh yeah ... need pub garden with kids bit and not get so pissed then xD oh yeah..and sunshine 
1019,1,blood test went fine 2day. am loving facebook English (pirate) language option - HAHA. so much fun. 
1020,1,i got a new dress today  i need money so badly. does anyone need to buy a kidney or something? ill give you a twitter discount.. eww sry
1021,1,@FollowWatch hope i got one 
1022,1,@salimkassam insanely overly-competitive. find something to do with your time mr kassam... you on first name terms with &quot;jimmy&quot; now? 
1023,1,@pet2107 hehe thats ok. I think like a lot of people 'The Secretary' really opened my eyes. You girls are part of my further education 
1024,1,is the new miley cyrus book good? hope so. ordered it 
1025,1,@IrishLad585 how's that sammich and coffee? 
1026,1,@CirkusMike haha! i don't think i had my classes with me lol. Oh irrelevent but we named a chinese pole trick after Cptn Frodo 
1027,1,@Maries make time for both 
1028,1,@JuanCubaNation cici is the flamingo the queen plays croquet with 
1029,1,You best get it through me cuntsicklw 
1030,1,@espyy classic line from that ad...not to be taken the wrong way &quot;break a finger&quot; 
1031,1,@hellotherekari  grrreat.
1032,1,@cosmicxpress cheers we will defo give you a call 
1033,1,Heading out to school. first school day as a 14 year old 
1034,1,@CindyheartsJon WTF...Cindy I didn't know u were going on the cruise  when did that happen?
1035,1,Was gonna get coffee but got distracted using AppZapper 
1036,1,@ListPlanIt I prefer a nice pen with a thick pad of paper!  
1037,1,glad home n away was on 4 n hour tonight coz it wasnt on lst nite grr..just had the best home made garlic bread yummmyy  wats doin tweets?
1038,1,@aulia You just made me $0.25 richer 
1039,1,I'm going to see 17 Again today! Apparently Zac is supposed to dazzle me immedietly! 
1040,1,"Alright, going to bed earlier than last night;  But first I MUST catch-up on my Bible "
1041,1,#andyclemmensen#andyclemmensen#andyclemmensen#andyclemmensen  I love you 
1042,1,Advent Children Complete ud beres!! Skarang nungguin english subs ny deh 
1043,1,"@chuckshurley Hey there, Chuck BB. How's England? "
1044,1,@JSpikEThinG lol naw I'd rather talk to a human being than a dog anyways...... but the whole family is cute anyways #ftw 
1045,1,@TheBandBlake bet you are all shattered aren't you. Making me feel extra guilty over how lazy im being now 
1046,1,"is EXCITED for Isaac's new show; Bravo, Thursdays, &quot;The Fashion Show&quot;, wooHOO!  "
1047,1,@benshephard hey your not a nark are you .....lmao 
1048,1,@Natashababie Another lie. But i think it's because your definition is diff from mines 
1049,1,"Getting ready for the day, its nice out "
1050,1,@JasonBradbury I'm buying your book this week 
1051,1,"@ThaPizzaClub hey, what are you doing today? maybe you fancy to meet me at the pferdemarkt? "
1052,1,@musicjunkie11 ha! mapaso?  well... not like it hasn't happened  i'll be careful i just need sumtin ta do 
1053,1,@calbo congrats on the new arrival!! Hope you are both healty and happy 
1054,1,@U2grl Welcome! I am happy for my dad too 
1055,1,"@chrisbiddulph it just started absolutely pouring outside, it's the perfect stay inside and drink hot coffee day now "
1056,1,@IlanBr hahaha! Nothing's stopping us eh? 
1057,1,Beddy-bye time y'all! 
1058,1,deleting my creepy ghost tweets and heading to bed  Zzzz....
1059,1,@JonathanRKnight you &amp; chicken soup &amp; I'll be good!    
1060,1,I am dreading the packing. Trying not to think of anything but the beach 
1061,1,I wish I still had my Simpsons shower radio. 
1062,1,"@suz38487 Wow, that's fantastic! I'm glad to hear it's gone! "
1063,1,Listening to Honor Society 
1064,1,ssshh...Dad just woke me up early. Everone is still asleep.  We are going to go for a ride and get some coffee 
1065,1,@jjjjeah stare back 
1066,1,@aparajuli She's very beautiful. I think you should marry her immediately. 
1067,1,@DaRiddler352 I may drift n a second...its cool....I have the aromatheraphy candles going....wonderful thoughts lol. 
1068,1,@ebotkin12 hi... that is all! 
1069,1,Still listening to Heartless by Kris Allen. I'm inlove with it! I really am. 
1070,1,@StopChronicPain tickle! 
1071,1,"@taylorswift13 - I hope your okaay, with your dreams  i hate odd dreams. peeace onn x"
1072,1,"Hmmm bed, Bonne nuit Tweeterers or whatever you want to be named "
1073,1,@spuddnic03 I was tweeting about a movie w/a friend &amp; I thought of you! http://tinyurl.com/7ga2lo &quot;Big ol' Jo Jo's comin' to town!&quot; 
1074,1,Time to come to twitter to find my jazz loving friends to come support THE JAZZ NETWORK. www.thejazznetworkworldwide.com See you there! 
1075,1,@gfalcone601 Awesome!!  Can't wait! Only 5 days!!  Thanks for replying (: Are you seated or standing?
1076,1,"27 left I'm short with 75k, still not desperate though "
1077,1,"@lkutner Haha I'm sorry, just reading my google reader on it now "
1078,1,Drinking tea on my balcony  Beautiful day.
1079,1,"@Shinybiscuit lemme know when tweaked, and I'll read again "
1080,1,lady gaga's performance of lovegame on DWTS was just freakin awesome!! i very totally love it!!! 
1081,1,@KhloeKardashian KHLOE!!! SO excited you've joined us in twitterville lol. Have fun in Mexico 
1082,1,@devbanana nice! no idea about C++. try IBM's TTS works great IMO. 
1083,1,@partnersinrhyme @andylloydgordon ...or a cat with edible add-ons? Energy crisis solved! 
1084,1,Beautiful sunset on mother's day. 
1085,1,"@plannersusanna I'm not so bad, ta. Am sure I'll bump into you again some point soon at some shindig or other "
1086,1,"@mndspeak truthy, hey sup? i read u'll leave for 3 days, so where u going? "
1087,1,"@ChosenOnePR LOL! Remember, you only get ONE Mom "
1088,1,@Ryanimay Welcome home!  Glad you made it home safe! 
1089,1,Happy Mothers Day!! 
1090,1,@gojeffrey Sweet ride!!  Were those the days of the green lizard? lol
1091,1,"@nikipaniki hmm..I see your point. Looks good, but not as cheery. I vote for yellow. "
1092,1,@iampancakes THANKS THANKS. I TRY. 
1093,1,"@jaredleto im listening to your amazing voice, and think everything should be sung live acoustic "
1094,1,Just came back from the best party ever!!!!!!! 
1095,1,@cutebutpsycho76 my hands are buys refreshing the twitter window 
1096,1,David on HM now! haha 
1097,1,"@stephaniepratt I Love This Song lol, You're amazing Steph , xoxo "
1098,1,is watching gossip girl 
1099,1,you know you've watched Labyrinth too much when you can do the sniff at the EXACT same time as the door knocker. 
1100,1,@JoyVictoria i hope u get well too hunny 
1101,1,"Flight is booked solid, no window seat??? OK, that's going to suck..guess I'll make up for some sleep "
1102,1,@goodlaura I apply the same logic to my parenting as well. Think like them to outsmart them 
1103,1,Just got on Twitter 
1104,1,"If Sachin says, &quot;I don't mind playing the T20 WC&quot;, would Dhoni include him in the team..!? A million dollar question "
1105,1,"@LuisLeanos THANK YEW, I now learned something today. "
1106,1,"@jojorara Rockband is the coolest. You have the drummer,singer,&amp; 2 guitar players "
1107,1,@m3nny5 iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. Thanks! 
1108,1,watching snl with my ucsd girls and laughing about twitter/blackberry jokes  thought i'd tweet that.
1109,1,"lol one of my new fav things 2 do, drive by my ex's house holdin Laina hand an flip my ex off  im so mean!"
1110,1,babysitting my hubby cam cam 
1111,1,@DonnieWahlberg All I'm gonna say is..SB. 5 star. Group A. BJS!!!!  Love it!
1112,1,@300driver no such thing as a &quot;quick 5k&quot; run. 
1113,1,@eileenlangan shankss i took it the day i met the maineeeee 
1114,1,I have a week off after today 
1115,1,is liking the nice weather 
1116,1,Happy Mothers Day!  Love your Mom...
1117,1,@NatalieTM BACK OFF!! : I remember my first humbling lesson.  (my boy is nearly 10)
1118,1,Is blasting TUNES!!! And ignoring the bangs of my neighbours LMFAO!!! Shut up Maaan! 
1119,1,sitting on cam wide awake.. happy holidays everyone  www.tinyurl.com/jessie-lynne
1120,1,"If it works I could have used it with certain fast-talkin', no-stoppin' bosses - http://www.livescribe.com/ learning to not press enter "
1121,1,Have to go to awards in a few minutes...glad we don't have class for a while. 
1122,1,No school today. Halifax tomorrow &amp; picking up my cell 
1123,1,"@katofawesome Praying for love in a lap dance, and paying in naivety. &lt;--One of my fav songs "
1124,1,Running out the door - Bowling Sunday!!!  then to Brunch with my Mum!!!!   Happy Mothers Day all you Mothers!  
1125,1,@leighish you dipped them but did you also bite into them? 
1126,1,@erinlevenson never any objections. Have at it. 
1127,1,doing the night shift..semoga aman2 saja malam ini 
1128,1,I just sent my 350th text of the day. I just got my phone at 3pm. Soooo much talking!  love.
1129,1,@britneyspears WOW ur radar cover is AWSOME!!!!  cant wait 2 buy it x
1130,1,@thedailysurvey get well christi!!! 
1131,1,#musicmonday jonas brothers-paranoid 
1132,1,@Jchawes We love the show here in AU. We make a night of it by preparing a great dinner. We've gotten several friends hooked on it too. 
1133,1,It could be tomorrow or Wed though -so don't be hassling the postman - you hear me P No need to reply 
1134,1,"Today is a mental health day. School is exhausting, work is irritating, life is overwhelming. Gonna go home and just be. Be me! "
1135,1,@planetmoney always a thrill to find out where BPP folks are.  
1136,1,"&quot;Crank 2: High Voltage&quot; - filmgewordenes First-Person-Shooter-Game (GTA!): brutal, humorvoll, cooler Soundtrack. Biï¿½chen viel Ekel drin "
1137,1,@amiemccarron I hope someone loves it... if only I could sign it... 
1138,1,"@MattQuirk well, thanks but I'm looking for some free ones or creating one on my own. Will let you know if I need better branding "
1139,1,Shopping in the city tom. 
1140,1,"@PaperCakes love their stuff and verry cheap, registered with etsy "
1141,1,@Musicdotcom There's no model riding a pink motorcycle 
1142,1,Strange.. when I post something about atheists I get two new heavy-theist followers... hello! 
1143,1,"follow me, and i'll follow you! "
1144,1,logmein.com  .... simply connected 
1145,1,Europe tour confirmed.  very very happy. off to take a shower. don't forget to vote for McFLY. we'll outstrip EzraJane! cya later. xx
1146,1,"Done all my web browsing, time for breakfast "
1147,1,@AnnaOscarsson if you found something please link me!!! 
1148,1,@DavidArchie it was 5.0 mag. not that bad.... i think 
1149,1,@ComedyQueen welcome back 
1150,1,@ tha hi-fi awesome end of fashion on soon 
1151,1,@wishywishes Hahaha. Yeahp. 
1152,1,"@JennHarding haha-was only joking polabear! n I know Ill always B ur aunty  crazy schedule this week, but maybe next weekend?"
1153,1,@msdahlia got the txt - holla when ya need me 
1154,1,@jessyz Thank you for following on Twitter 
1155,1,Good night everyone! See u at the pool 
1156,1,Raymond The Tennis Freak! :p: Tennis Training  http://bit.ly/I097d
1157,1,I'm going to try &amp; get some sleep. I got work mostly all day &amp; I'm training for bakery also. Glammyyy crocker on deck. Lmao. Text or call 
1158,1,@Sigma_Theta Oh wonderful! I'm quite happy for you. 
1159,1,Wow....your terrible. Lol 
1160,1,@iAquarian Gotta decide what to do with it before I start shouting out the domain!  Currently b2ev
1161,1,"@MAGGIECHICKEN LOL yeah well, he would be the one doing cpr and then he picks me up in his arms and we fly off and live in a magic castle "
1162,1,@a_glance_behind Hahaha I hope Danny starts usin his Twitter! And we'll find a way  We're the sisterhood of the travelling...Schmance?
1163,1,@Laird_Attwood no probs 
1164,1,@Mr_SOS new album is SUPER DOPE!!! glad i could be a part of it. 
1165,1,@patty7999 Thank you patty!!!!! I've just became his follower 
1166,1,@buffywoo Thank you  *hugs back*
1167,1,"@VonThompson that's OK, I got what you meant.. "
1168,1,@normkalin ag no man go away! or send sum over..... 
1169,1,Isn't technology great.  Luv the BED POTATOE concept!  In fact I just crawled into bed . . . Nighty night all 
1170,1,I like to have new follower. Please follow me. 
1171,1,Writing up this lesson plan makes me remember how much I truly do love To Kill a Mockinbird.  Maybe it'll be a summer read.
1172,1,@caffeinatedKiss well done!  what are you studying there?
1173,1,@neotigress Thanks....do you do any domestic animals? 
1174,1,"@DoctahAna Can't really do anything about that, now can I? "
1175,1,@Jonasbrothers yuppyuup  loved it
1176,1,just signed myself up for a &quot;chocolate massage&quot; for next week. wonder what that will be like HAH! :S 
1177,1,@McCartneyBoyd Did you leave a blue umbrella in my car when we went to Columbia? If so..THANK YOU. Came in handy this morning. 
1178,1,Happy Happy Mothers Day to all the mommies out there 
1179,1,@donna_duncombe  uuuuuummmmm . . . . . nope LOL!! I'll put up with my little headache 
1180,1,@nExTstevejobs boo mercedes.. bmw is the true sports luxury vehicle! 
1181,1,"thanks facebook for reminding everyone that it was my birthday today.. oh, and thanks for everyone who said something. "
1182,1,@Metal_Link We are cool for waiting for waiting till it's officially released. 
1183,1,"@brinahaha i'm just starting it brinn, guess what?? i get my laptop back  but i can't use the messenger, hate it."
1184,1,@RacquelN lol that is too funny; what brought that on?  
1185,1,i love this song  ? http://blip.fm/~6t7j2
1186,1,"Sleepyhead. Having lunch now, then going back home "
1187,1,@MiraVeda well yes I am. 
1188,1,can't wait for tomorrow .. London here I come 
1189,1,Margaritas and a movie 
1190,1,@wmwdwrd  lol im just impatient! i hate &quot;coming soon&quot; i want it NOW 
1191,1,@futuremrsbeck It's not b-ball related. 
1192,1,@jcwisu Will you drop off some Great Plains in Cedar Falls on your way home? 
1193,1,"had a *GREAT* time at the fund-raising event - great people, great hosts, great times. "
1194,1,"@wearecutaways haha! i had a ball  you were lethal last night, best I've ever heard you."
1195,1,@gfalcone601 salt and vinegar 
1196,1,just unfriended you on facebook.. ha.. purging.. 
1197,1,"@lisamvm and, in light of your egypt trip going so well, marci and I are gonna try to do Greece/Italy next summer "
1198,1,"I`ve just gotten home from work, and I`m going to see the russerevy.. Now I`m gonna eat dinner in the sunny weather! This is perfect! "
1199,1,"@linkdude 3 more hours!  (watch, the game might suck!)... and... who are these random followers? Who are you!?"
1200,1,DO NOT BE SILENT!!!  ? http://blip.fm/~5j8e8
1201,1,"@pressdarling had the wrong tweet selected, sorry - should have been @reply to @PeterBlackQUT. I've since deleted and reposted "
1202,1,@bitchme good luck! believe in the power of hula. 
1203,1,@MrTweet_Alert I Recomend @JairekRobbins  and @chrishusong they are the best 
1204,1,@sharonhayes you're always welcome  #women2follow
1205,1,Our new coupon will go live on DigitalPoint forums within the next 30 mins! Its called &quot;TRY BEFORE YOU BUY&quot; 
1206,1,@gunith ROAR it is! ROOOOAAAR! 
1207,1,work w/kayla and shannon.  then sleepover with my kaylabest after!
1208,1,Happy mothers day  ? u Mom
1209,1,"@ChuckWendig Damn, that sounds awesome. It also sounds like someone's gonna have a very nice night. "
1210,1,@annathomasmusic gosh...I love this show...I wil be happy once it's over and I can going back to regular life 
1211,1,@StephanieFizer No problem!! Your stuff is so cute. Can't wait to see the mini cards you're making for me 
1212,1, gooooood morning my twitter friends!  Have a nice sunday
1213,1,@stella9214 thanks sweetie  i hope so too 
1214,1,@SarahSaner Ur young with destiny in front of you. U can do anything you wish. Ur dreams r urs 4 the taking if u dare.. chase ur dreams 
1215,1,"@TherealWill One of my fav quote:Being satisfied with being good;means to refuse excellence.Sorry 4 my weak english,but u get the point "
1216,1,@RSEKimi totally agree! maybe we'll be lucky to have he and GSP fight someday 
1217,1,@LithosDesigns well you can sure talk to me then. I am all about simplicity. 
1218,1,morning: job interview. not brilliant. afternoon: pilates &amp; gym. local tv actor at gym  he's fit 
1219,1,@TIFFANYPOLLARD Don't forget to say hi to me!!  
1220,1,@romanv That's a good one. 
1221,1,take care and have a good night tonight my fellow twitters xoxoxox's until tomorrow sometime laters 
1222,1,perfect got the beverage... Klondike's in the freezer... 
1223,1,"@amazon_twit First Frank Lloyd Wright legos and now Indiana Jones! I'm 36 but somewhat tempted.  Oh my gosh, I hope I start working soon "
1224,1,@kedinger RE:itunes suggestions michael johns from idol new single heart on my sleeve listen  www.myspace.com/michaeljohnsmusic
1225,1,"On the way to Hamilton, haven't been there in probably 2 years! Soo nice today "
1226,1,@skutsdead I was surprised I was!  I miss your face bee tee dub!  
1227,1,@markhoppus how about long island 
1228,1,@simply_pink youï¿½re looking so intellectual today 
1229,1,Hometown Buffet... Fueling up for the next couple days! 
1230,1,@ddlovato I LOVE YOU DEMI I CAN'T WAIT TO SEE YOU THIS SUMMER!  I'M DOING MY BEST OF FLYING FROM HONDURAS TO THE STATES!
1231,1,@leighmichele Oh good to hear he was okay! 
1232,1,"@yolie81 hehe, okay, ill see what i can do "
1233,1,@alienhead hey sorry for a late reply  i am good back in vienna. whats up with u 
1234,1,http://twitpic.com/4e63w - bunny right outside my class on thurs 
1235,1,"@lesley007 hmm ... yes, but purely for personal usage "
1236,1,Todays going to be fun 
1237,1,"im sleepy already. my mind is not working properly.....but, im still happy "
1238,1,@xx_Megan_xx oh dear lmao that a key ingredient :p cakes in the oven and now I'm cooking my lunch paprika and chilli chicken YUM haha 
1239,1,@FlamingBluStar Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm. 
1240,1,"Okay, folks, it's time for me to go to bed.  Good night.  It's been great to be back.  "
1241,1,Teaching my son some rules... One of them is: &quot;Always have fun!&quot;. 
1242,1,"@petewailes @bakerash haha love you both, but was just saying hi.  first to pete then trying to get ur attention. "
1243,1,Happy Birthday to me!! 
1244,1,Just woke up ...Good morning everyonee!  
1245,1,@itschristablack haha thank you so much  i love the show! it was absolutely amazing.
1246,1,ohh.it was funnnn i played football and frisbee with my dad and now we are going to buy an ice-cream 
1247,1,I love Supernatural 
1248,1,About to Enjoy the Silence 
1249,1, @3sixty5days makes me smile.
1250,1,Pryo was freaking amazing  weston is OMG. That is how awesome
1251,1,@Kikirowr i want to get that hippogryph and some new pets 
1252,1,6 more days til summmmmmmmer  @icantunloveyou lucky haha.
1253,1,buenos dï¿½as com Pat Metheny - Follow Me  ? http://blip.fm/~6t0jr
1254,1,@KhloeKardashian we love u too khlo! Glad to see u've finally joined.. I just joined myself 
1255,1,@cocotteloup Morning  Feeling better today? Haha loved that &quot;Beer/Chocolate Kingdom&quot; thingy. So true of course. Oh how I miss it!!!!!!!!!
1256,1,"@LisaG732 Ohhhh. I was referring to blood.  but tears work too, i guess? "
1257,1,Should be easy to give common courtesy trust to someone you don't know and doesn't know you but even that can be difficult 
1258,1,on the M train going home had mad fun with the wife 
1259,1,@sui77 neee lass mal 
1260,1,@TBBTFans yay!!! need to see the latest season of BBT.. 
1261,1,"Mmm, this morning looks delightful! Landed on my day off too. Super "
1262,1,@DefyGravity81 Good Knight 
1263,1,after the wine....the History Channel....today's topic...Ancient Greece...The Battle of Troy....I'm such a nerd. I love this stuff 
1264,1,@idolart Good to know 
1265,1,@jamiewatson thanks! They taste pretty great too 
1266,1,"@davidghc Well, i'm not talking about this week, rather in general. Wednesday i think is cheaper the movie tickets compare to other days. "
1267,1,"@iasher Buying a new one this year, so I didn't invest on the Leopard. meh! Web or Destroy Twitter does the trick. Plus I have my iPhone "
1268,1,@producerjacob yay!  Hmm...this could be a male member of the band speaking of leotards...even sexier non?  (ps its Hayley)
1269,1,@NCLUSA Sorry to disappoint. Not a big Nascar fan but I'm still an all-around decent redneck other than that. 
1270,1,@adrianlang Ahaha.. I should do some real research before I do stuff.. :| Thanks for letting me know! Stupid me.. 
1271,1,@_ishtahar_ excellent stuff! well done! 
1272,1,@scodal  like this pic better! 
1273,1,@Lirraangelica i'll try my best. see ya later 
1274,1,@PaulOckenden That's not a long weekend. That's a full blown holiday. Enjoy. 
1275,1,Me and my sis are competing to see who has the most followers so please help me by following me thanks 
1276,1,"@HeathMissen i'm Hungarian.. There're times still when i don't get the aussie humour, but working on it. So don't make conclusions.. "
1277,1,@SarahSaner Hi Sarah! Weï¿½re always passing each other by... 
1278,1,Good Morning all -it is follow Friday - thanks to all who follow me 
1279,1,@glittertrash No! More bees! I found that convo interesting. 
1280,1,@mojomaywood The opposite of wicked sexy=brainless man...NOW here is ur XOXOXOXOX      You make me smile...saying YOUR MIDDLE NAME 
1281,1,"feeling pretty nice today, going to meet a friend for a walk along the best beach in the world.. Drewvis practice and band practice later "
1282,1,@JustOneMiss well nothing to be disappointed in then.  Add him and check out what he has been doing since you last saw each other 
1283,1,"Ugh @TreyDerbes now I have that song in my head! @spoonbender, trey offered us &quot;all access&quot; to his next dance party, sounds kinda sleazy? "
1284,1,going to get the new Green Day album tonight!!!!! 
1285,1,@jimanda2 Yes!  That's exactly what I was looking for.  Thanks!  Twitter for the win! 
1286,1,"@shaktijs done.. lunch via web 7.0, lonavla, chikki, waterfall... wah, an ideal sunday !! majja ni life.. "
